,FileName,Label,Length
461,LA_T_1173050,spoof,2.5921875
462,LA_T_1173157,spoof,5.7159375
463,LA_T_1173561,spoof,2.369125
464,LA_T_1173816,spoof,3.821875
465,LA_T_1174772,spoof,7.4148125
466,LA_T_1175148,spoof,2.009625
467,LA_T_1175418,spoof,2.7674375
468,LA_T_1175560,spoof,1.8685625
469,LA_T_1176596,spoof,5.4935
470,LA_T_1176618,spoof,1.8219375
471,LA_T_1177155,spoof,2.78775
472,LA_T_1177471,spoof,4.638125
473,LA_T_1178793,spoof,3.83825
474,LA_T_1178897,bonafide,3.4536875
475,LA_T_1178948,spoof,8.5721875
476,LA_T_1179505,spoof,3.53475
477,LA_T_1179520,spoof,3.327125
478,LA_T_1180374,spoof,3.27625
479,LA_T_1180379,spoof,4.9238125
480,LA_T_1180816,spoof,5.3326875
481,LA_T_1180971,spoof,3.6299375
482,LA_T_1180981,spoof,3.878125
483,LA_T_1181129,spoof,3.182875
484,LA_T_1181374,spoof,3.1440625
485,LA_T_1181809,spoof,3.3878125
486,LA_T_1181838,spoof,2.5126875
487,LA_T_1182166,spoof,2.2664375
488,LA_T_1182547,spoof,1.70375
489,LA_T_1182856,bonafide,2.599
490,LA_T_1183321,spoof,1.819
491,LA_T_1183718,spoof,3.200125
492,LA_T_1184273,spoof,3.5705625
493,LA_T_1184541,spoof,1.3845
494,LA_T_1184665,spoof,3.495375
495,LA_T_1185158,spoof,4.8005
496,LA_T_1185180,spoof,4.2654375
497,LA_T_1185797,spoof,3.6454375
498,LA_T_1186082,spoof,3.5271875
499,LA_T_1186717,bonafide,2.5185625
500,LA_T_1186987,spoof,1.4831875
501,LA_T_1187712,spoof,2.7194375
502,LA_T_1187833,spoof,5.0754375
503,LA_T_1187951,spoof,8.302125
504,LA_T_1188128,spoof,5.5503125
505,LA_T_1188511,spoof,3.2346875
506,LA_T_1188742,bonafide,5.2014375
507,LA_T_1189271,spoof,5.3228125
508,LA_T_1189681,spoof,1.5684375
509,LA_T_1190044,spoof,2.1400625
510,LA_T_1190253,spoof,2.292125
511,LA_T_1190429,spoof,2.3365
512,LA_T_1190681,spoof,3.653
513,LA_T_1191013,spoof,2.8053125
514,LA_T_1191160,spoof,2.3723125
515,LA_T_1191172,spoof,1.3683125
516,LA_T_1191266,spoof,4.5264375
517,LA_T_1191378,spoof,7.4425625
518,LA_T_1191605,spoof,3.9543125
519,LA_T_1192227,spoof,6.172
520,LA_T_1192297,spoof,2.6669375
521,LA_T_1192399,spoof,1.4531875
522,LA_T_1192902,spoof,2.7741875
523,LA_T_1192982,spoof,5.157875
524,LA_T_1193043,bonafide,3.069
525,LA_T_1195221,spoof,1.410125
526,LA_T_1195400,spoof,3.01
527,LA_T_1195971,spoof,1.7523125
528,LA_T_1196702,spoof,4.067
529,LA_T_1196762,spoof,2.0908125
530,LA_T_1196874,spoof,3.6140625
531,LA_T_1197118,spoof,3.857375
532,LA_T_1197265,spoof,3.643
533,LA_T_1197695,bonafide,3.3688125
534,LA_T_1198122,spoof,3.028625
535,LA_T_1198277,spoof,4.4700625
536,LA_T_1198582,spoof,6.1020625
537,LA_T_1198917,spoof,1.7233125
538,LA_T_1199190,spoof,4.4255625
539,LA_T_1199455,spoof,1.916375
540,LA_T_1199527,spoof,3.2846875
541,LA_T_1199774,spoof,3.496
542,LA_T_1199930,bonafide,4.39375
543,LA_T_1200498,spoof,1.90325
544,LA_T_1201202,spoof,2.4763125
545,LA_T_1201205,spoof,5.8696875
546,LA_T_1201473,spoof,2.7526875
547,LA_T_1202428,spoof,3.963125
548,LA_T_1202533,spoof,1.9260625
549,LA_T_1202598,bonafide,2.8983125
550,LA_T_1202603,spoof,3.145375
551,LA_T_1202662,spoof,4.5625625
552,LA_T_1203196,bonafide,3.3234375
553,LA_T_1203360,bonafide,3.155125
554,LA_T_1203411,spoof,1.3815625
555,LA_T_1203709,spoof,4.6434375
556,LA_T_1203724,spoof,3.31875
557,LA_T_1204308,spoof,3.194625
558,LA_T_1204990,spoof,2.325
559,LA_T_1205628,spoof,3.399375
560,LA_T_1205824,spoof,2.8963125
561,LA_T_1206285,spoof,3.863625
562,LA_T_1206739,spoof,2.1496875
563,LA_T_1207505,bonafide,2.767125
564,LA_T_1207753,spoof,4.157625
565,LA_T_1207779,spoof,2.2666875
566,LA_T_1207972,spoof,3.7176875
567,LA_T_1208112,bonafide,3.877375
568,LA_T_1208216,spoof,4.8235
569,LA_T_1208274,spoof,4.3929375
570,LA_T_1208596,spoof,2.741625
571,LA_T_1209103,spoof,2.111
572,LA_T_1209325,bonafide,3.580125
573,LA_T_1210184,spoof,1.403
574,LA_T_1210637,spoof,3.4718125
575,LA_T_1210725,spoof,2.09825
576,LA_T_1211236,spoof,5.307875
577,LA_T_1211828,spoof,2.3928125
578,LA_T_1212117,spoof,1.441125
579,LA_T_1212148,spoof,4.0560625
580,LA_T_1212288,spoof,2.9886875
581,LA_T_1212475,spoof,1.74775
582,LA_T_1213087,spoof,8.4571875
583,LA_T_1213260,spoof,2.3861875
584,LA_T_1213500,spoof,2.1961875
585,LA_T_1213529,spoof,4.267125
586,LA_T_1213624,bonafide,3.53475
587,LA_T_1213705,spoof,2.2841875
588,LA_T_1214022,spoof,4.097
589,LA_T_1214608,spoof,5.283
590,LA_T_1215413,spoof,4.3885625
591,LA_T_1215743,bonafide,3.496
592,LA_T_1216199,spoof,2.104875
593,LA_T_1216579,spoof,3.4015
594,LA_T_1216711,spoof,7.0300625
595,LA_T_1216885,spoof,2.5393125
596,LA_T_1216981,spoof,3.36975
597,LA_T_1217180,spoof,1.7075625
598,LA_T_1217503,spoof,2.729875
599,LA_T_1217514,bonafide,3.6223125
600,LA_T_1217522,spoof,2.653375
601,LA_T_1217685,spoof,2.244625
602,LA_T_1218322,spoof,3.235875
603,LA_T_1219109,spoof,3.254
604,LA_T_1219113,spoof,3.25175
605,LA_T_1219386,bonafide,4.0964375
606,LA_T_1220445,spoof,2.0085
607,LA_T_1221003,spoof,2.8201875
608,LA_T_1221373,spoof,3.146875
609,LA_T_1222609,bonafide,3.10525
610,LA_T_1222692,spoof,2.0900625
611,LA_T_1223092,spoof,3.1581875
612,LA_T_1223219,spoof,3.96
613,LA_T_1223618,spoof,4.337375
614,LA_T_1224276,spoof,4.34525
615,LA_T_1224894,spoof,3.3265625
616,LA_T_1225169,spoof,3.1510625
617,LA_T_1225792,spoof,2.5579375
618,LA_T_1226295,spoof,5.1273125
619,LA_T_1226390,bonafide,3.325375
620,LA_T_1226397,spoof,3.2380625
621,LA_T_1226417,spoof,4.13775
622,LA_T_1226612,spoof,3.4363125
623,LA_T_1226615,spoof,3.63275
624,LA_T_1228221,spoof,3.966875
625,LA_T_1228938,spoof,4.972875
626,LA_T_1228949,spoof,3.4911875
627,LA_T_1229215,spoof,1.18475
628,LA_T_1229383,spoof,2.1524375
629,LA_T_1229425,spoof,1.660375
630,LA_T_1229885,spoof,4.26425
631,LA_T_1230457,spoof,3.471
632,LA_T_1230638,spoof,5.5051875
633,LA_T_1231297,spoof,5.1776875
634,LA_T_1231930,spoof,4.281375
635,LA_T_1232289,spoof,1.7400625
636,LA_T_1232475,spoof,3.3263125
637,LA_T_1232606,spoof,1.7061875
638,LA_T_1232767,spoof,2.5100625
639,LA_T_1233261,spoof,5.12225
640,LA_T_1233401,spoof,2.8450625
641,LA_T_1234565,spoof,4.2655
642,LA_T_1235793,bonafide,4.8580625
643,LA_T_1236840,bonafide,5.0745625
644,LA_T_1237039,spoof,2.437625
645,LA_T_1237303,spoof,4.531
646,LA_T_1237547,spoof,3.1409375
647,LA_T_1237612,spoof,5.504375
648,LA_T_1237972,spoof,3.144
649,LA_T_1238061,bonafide,2.5163125
650,LA_T_1238076,spoof,3.0795
651,LA_T_1239111,spoof,2.6333125
652,LA_T_1239255,spoof,3.120875
653,LA_T_1239258,spoof,3.9944375
654,LA_T_1239503,spoof,3.1633125
655,LA_T_1239658,spoof,2.034875
656,LA_T_1239776,spoof,3.1698125
657,LA_T_1240818,spoof,3.8705625
658,LA_T_1241016,bonafide,3.0674375
659,LA_T_1241073,spoof,3.105
660,LA_T_1242054,spoof,4.438875
661,LA_T_1242060,spoof,2.3605
662,LA_T_1242632,spoof,1.9034375
663,LA_T_1242765,spoof,1.5656875
664,LA_T_1242957,spoof,2.93275
665,LA_T_1243390,spoof,3.7160625
666,LA_T_1243533,bonafide,3.107875
667,LA_T_1243787,spoof,3.7135625
668,LA_T_1244933,spoof,2.0480625
669,LA_T_1244987,spoof,2.250875
670,LA_T_1245548,spoof,2.2919375
671,LA_T_1245872,spoof,3.154875
672,LA_T_1246012,spoof,2.0593125
673,LA_T_1246037,spoof,4.4846875
674,LA_T_1246271,spoof,1.459125
675,LA_T_1247353,spoof,1.3915
676,LA_T_1247400,spoof,3.1358125
677,LA_T_1247777,spoof,4.80675
678,LA_T_1248092,bonafide,2.175875
679,LA_T_1248605,spoof,1.8170625
